evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600,1640,1680
-185878.30023280604,-23800.80792043569,-1399.067657497629,-534.1520000390113,-417.6867728539402,-407.8535936393324,-400.8982790583363,-400.36508436773005,-400.2670262444881,-400.16214079932433,-401.2661456049639,-400.0545232764158,-399.9376266937196,-400.1210969190689,-399.92015365030755,-399.9141805315704,-399.8747261042602,-399.858408055745,-399.82803212655557,-399.82499874631384,-399.7351106833628,-399.5580202021131,-399.60698610610405,-399.61598398631054,-399.6725865933009,-399.6680587048839,-399.9858573122355,-399.5988375378665,-399.636064183693,-399.6333612198629,-399.609519556411,-399.69369953308575,-399.5701359262981,-399.5645452128754,-399.6509207770598,-399.6255022414346,-399.62521523540516,-399.65433989350515,-399.5440366334622,-400.1589982482948,-399.5624059353391,-399.8257116532013
-2943.94199398722,-603.6209033485627,-404.3680986668534,-401.8443934367761,-400.15738249543307,-400.12730923550527,-400.02615348368204,-399.8966058310496,-399.773394754601,-399.7135083015353,-399.7135083015353,-399.66920999708657,-399.63396995411193,-399.63396995411193,-399.5994334289281,-399.5994334289281,-399.5423024514405,-399.4905995047339,-399.3742122587939,-399.3742122587939,-399.3742122587939,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415,-399.37351757335415
