evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600,1640,1680,1720,1760,1800,1840,1880,1920,1960,2000,2040,2080,2120,2160,2200,2240,2280,2320,2360,2400,2440,2480
-602370.2372163115,-227181.94298544855,-60984.717382731935,-12051.524231320871,-2951.094696416015,-702.1043654279579,-431.85010575506857,-368.25018340355757,-360.83591796976754,-358.7272058675876,-356.6898139672316,-358.60089019142396,-356.14912234813227,-356.2648673423834,-355.569170880308,-352.94452361244527,-353.2210818530083,-353.24387735629665,-351.4691639634644,-350.4464980993157,-350.34922685779634,-351.5701694235212,-349.32909434383356,-349.5770350778612,-350.67454576574494,-350.9464133223235,-349.32989327992647,-350.01344576193975,-352.5462327071952,-350.83381099484774,-351.32869013452625,-349.5605360632755,-350.8593280240568,-351.1338672361563,-349.7307432319456,-350.6794898945107,-351.3015976888285,-354.4427959782858,-352.0840646083912,-353.28856147886546,-349.99089619835934,-348.99783162816703,-351.67232827207414,-350.4153969409219,-353.0197867961619,-350.80002653402545,-350.5213538182647,-356.1473167404039,-351.91981750317217,-351.54629856854547,-357.24233986050626,-350.28129530752193,-348.4967652912909,-354.9053124931816,-350.5298125369927,-350.0886241938598,-350.5827829679562,-350.8517220730806,-352.0467535188203,-350.77335548264523,-349.17213413072284,-350.9735597788421
-6431.019743347359,-6431.019743347359,-1305.6036176569683,-446.54200064094476,-410.2193646745026,-362.8784434704708,-351.3094022808097,-348.3916114972188,-348.3916114972188,-348.3916114972188,-348.3916114972188,-347.7245001626054,-347.7245001626054,-347.24110719605346,-347.24110719605346,-347.24110719605346,-346.79765067195956,-346.79765067195956,-346.71927282181304,-346.4911399057199,-346.4911399057199,-346.44734096815387,-346.44734096815387,-346.44734096815387,-346.44734096815387,-346.44734096815387,-346.44734096815387,-346.44734096815387,-346.22572358088087,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.1192349413616,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764,-346.03177159504764
