evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160
-45730857.37904346,-18023589.39474489,-5483319.573073373,-1045298.6861715425,-200537.53875299316,-34119.22796116519,-4380767.559749492,-3179438.0056720646,-9440.793595516507,-1827371.860694968,-2685973.457533585,-1884106.9157881849,-1070037.9021914057,-3965490.4068428595,-2042335.3977776207,-3789119.0683951313,-2461185.014789871,-2748565.8543302473,-494022.1065486855,-3825185.900165063,-2646317.33568708,-1302436.1457863485,-3416534.6342521925,-36892973161.95768,-5843403.930341146,-3241652.36041915,-1759688.7028251213,-2862309.3320608027,-48480092.349008344
-233717.0580322649,-233717.0580322649,-41735.246347611086,-7047.546978124149,-1954.513929862123,-424.87267878175203,-424.87267878175203,-424.87267878175203,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259,-409.1933850955259
