evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200
-94.05943723298611,-91.7778384486679,-85.42975443767656,-81.85221868103963,-76.92210985847683,-71.34651273407823,-70.82831189251338,-70.68946541811255,-70.66187067786407,-70.64001235444398,-70.68070807529608,-70.57992806630514,-70.68523570358398,-70.62367567281801,-70.5848257858765,-70.61305966018885,-70.60804836592594,-70.60833624506816,-70.99105269168362,-70.54465994668493,-70.51746577431148,-70.5881499028344,-70.69789307733377,-70.49186598242325,-70.47916884253974,-70.47107664203368,-70.51047025319322,-70.52154738251026,-70.65266946069579,-70.49340496310671
-70.44890400033547,-70.44890400033547,-70.44890400033547,-70.44890400033547,-70.44890400033547,-70.44890400033547,-70.29753835134969,-70.26118684737547,-70.2410291967262,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371,-70.10189384422371
