evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520
-3766576.460499918,-830862.2179331155,-207711.48949518125,-30348.115766992745,-5965.767333115182,-641.7641745799302,-602.033811550465,-160.67422650653523,-137.9338567842504,-122.30511304446425,-116.98891353732341,-111.77340129259376,-105.41554209571585,-104.43302766392212,-100.86269668893713,-100.97523456682129,-99.90330810504037,-95.35129420615418,-97.7650748925933,-97.01748117174292,-96.33296878588916,-94.5535010093294,-95.27706850735923,-96.98051777818719,-95.28151047669802,-96.36533761333736,-97.95167169498365,-96.91347944627968,-93.926007401632,-96.65338536149963,-97.1167477791329,-92.44069070863888,-95.28386174543671,-94.19056460169192,-93.48852216666747,-91.31652624477542,-93.12292188668646,-88.0758554662443
-71846.57251809577,-3246.145650678109,-1252.6058795224671,-318.6345269560011,-178.2883967261719,-104.78377673353174,-104.78377673353174,-88.30102048656917,-88.30102048656917,-88.30102048656917,-84.12336165394811,-84.12336165394811,-84.12336165394811,-80.28986118533312,-76.3231122533427,-76.3231122533427,-76.3231122533427,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868,-70.6142534948868
