evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160
-66685065.85254993,-35737567.17460286,-9656187.1859056,-4355969.119508765,-585113.3276157872,-212382.60559316145,-30340.305864657457,-12554.130616777928,-9456.80143543532,-8325.256196589842,-7817.1254203828885,-7347.591820872903,-7139.59697868693,-7190.652267071946,-6829.456972057703,-7293.517761652936,-6813.981544580022,-6434.565004529368,-7023.742259772986,-6617.313320479658,-6817.611015519959,-6777.522090930342,-6604.54254294501,-6759.657218879746,-6411.86502087392,-6498.193206256984,-6742.629728314835,-6333.774316288785,-6844.287462330376
-616685.1628104413,-616685.1628104413,-34870.11506173653,-30615.933191570788,-9471.260057495223,-9471.260057495223,-8062.200867590932,-6351.961169571523,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566,-3200.3694909258566
