evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040
-719.7232137500732,-224.19963075167536,-66.82121765101104,-16.997460136230416,-4.428744973637806,-2.953910319494014,-2.8804928238456426,-2.8762351472121503,-24.67759254931944,-6.5728593936716635,-18.432506232499847,-19.41362699260754,-12.597949207164264,-28.82573526709279,-7.707884464657062,-38.94194243611344,-19.96134654532932,-24.280380517245874,-16.571146184113847,-25.015155036018644,-27.78032318609521,-9.358556769882467,-64.02175772787837,-29.815882873347594,-22.837929813030648,-18.475404801213333
-10.462488581797057,-4.032248259308719,-3.149081577144735,-2.9720735698740803,-2.872797638377249,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926,-2.867094556823926
