evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400
-4006407.0204871795,-373685.64171383367,-13629.130237712196,-1849.8055543036812,-613.5013424007021,-470.25421582903203,-425.0970310998401,-409.04899901217317,-403.7251197766661,-403.46597763197104,-403.87542382963704,-402.43837149429424,-403.5019642539476,-402.28227136343475,-401.9819117246187,-401.77152908805766,-412.96828735804485,-1114228301.8731961,-406.9464683994392,-414.6372380897772,-402.16519672132904,-401.9085274874755,-401.64646785656527,-413.230228447991,-402.18105450785123,-401.6645654462268,-405.8623713642402,-402.3856410832353,-566.1898001048786,-519.8581624280168,-450.476254357494,-412.29449366329743,-405.2194032470817,-405.7498537759803,-419.0448012495053
-41207.82499317304,-3601.4871623979943,-615.3255006926277,-433.74133761998746,-403.3056467896099,-403.149014731786,-401.70325879343784,-401.70325879343784,-401.5135280528577,-401.5135280528577,-401.3802050485766,-400.72625318684584,-400.72625318684584,-400.72625318684584,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636,-400.6264830194636
