evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600,1640,1680,1720,1760,1800,1840,1880,1920,1960,2000,2040,2080,2120,2160,2200,2240,2280,2320,2360,2400,2440,2480,2520,2560,2600,2640,2680,2720,2760,2800
-3005691.1527514695,-1063368.1429470088,-460485.4604312857,-83908.11471602521,-21663.99506068888,-58794.41116789381,-2596.9250013147193,-621.0942558664923,-259.018684277387,-243.92748431836756,-396.49205760829597,-241.97818795053243,-242.22053297691838,-240.3842481614208,-239.58061174195615,-1174.2350577900156,-241.7661619435805,-282.24222554706216,-241.63723662992388,-67466.74217486146,-240.06992888577622,-245.47954863326,-245.4733589445706,-253.9636332455698,-3449.0780572066033,-239.95156469101912,-239.87056429504054,-242.57865356493875,-240.70863532985405,-10285.647983618806,-2044.9670859696416,-239.26205169420987,-505.17714188345985,-239.2702491546337,-241.6532739117477,-241.3777906528766,-1036.0170665587655,-239.4888528280977,-239.46234354660513,-238.96745635864235,-238.83605824271388,-239.49691256410676,-553.2520637971561,-301.33622537455443,-239.3198190892214,-239.59415713226218,-1225.0408718235403,-239.10902236115044,-238.82661981546536,-240.1569302186919,-239.22166704333398,-239.2518530425143,-240.75206273758963,-238.93019950910758,-238.77477675646793,-238.76430159569756,-238.74236101928543,-239.3375674971772,-239.62205425764654,-239.11540367918036,-239.5785825828694,-239.06337551297037,-239.69283897266948,-238.8424253208028,-239.518270172084,-238.95493041058145,-239.31406997945072,-250.32872519029968,-238.87774609729408,-239.10865689685477
-44874.849743747815,-44874.849743747815,-18177.89919954256,-746.959480009615,-397.70900608846716,-397.70900608846716,-248.9251506870908,-243.778494865487,-238.10414594030024,-237.95181968482825,-237.95181968482825,-237.95181968482825,-237.95181968482825,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.7990317980746,-237.74618685432856,-237.74618685432856,-237.74618685432856,-237.74618685432856,-237.74618685432856,-237.57309023167332,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.25996968357333,-237.18017158016542,-237.18017158016542,-237.18017158016542,-237.18017158016542,-237.18017158016542,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215,-236.93083928365215
