evals,average fitness,best fitness
40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600,1640,1680,1720,1760,1800,1840,1880,1920,1960,2000,2040,2080,2120,2160,2200,2240,2280,2320,2360,2400,2440,2480,2520,2560,2600,2640,2680,2720,2760,2800,2840,2880,2920,2960,3000,3040,3080,3120,3160,3200,3240,3280
-1618.9229648882604,-1427.1043825123631,-480.1260245259757,-339.5390952687369,-222.3918109719059,-199.44246933931407,-189.2993227894555,-606.9791574899889,-203.50912814751683,-232.85771468640965,-240.72168187413686,-157.4571811336421,-151.02525829898613,-134.1396920027427,-131.8032355822231,-131.49249202821284,-131.01846456170844,-130.43870570427643,-131.28696720402135,-163.07802991438837,-132.75063724776294,-132.10977825764243,-130.0231375805677,-130.9366644833569,-129.43116402045746,-129.45916220967146,-128.83413798906253,-130.61526671089513,-130.1905839658844,-129.65638558668317,-132.33930248612717,-131.01510947778766,-130.07628696899295,-130.46294099258304,-131.044320333212,-137.6814375496822,-163.7792510498115,-129.60899067442335,-130.71725317987946,-130.4450506215752,-140.46786414992863,-129.2493773754233,-163.89633240073965,-169.95264860431007,-163.14581968175148,-132.36069782048875,-139.65684336267762,-129.34713946887288,-129.33476726191836,-128.1469811693448,-129.41277140773983,-145.686212861309,-142.26760469760694,-127.85862487598763,-136.01944289909045,-158.6693032082763,-128.8795895082722,-130.46938714524362,-152.15691627333595,-130.27217496174816,-130.19027109193883,-131.03795305648552,-130.36657361215282,-161.3306974882844,-132.13353070109855,-129.13777550854468,-129.5292053175909,-128.63067302907638,-131.22530270103766,-131.60752658614848,-129.03707700404158,-128.57800851046088,-128.85412339680562,-135.39937289942688,-130.07496313345936,-134.84809820371902,-131.68972059004597,-129.1886565579596,-135.07172609924348,-152.62172043162622,-129.100252476494,-129.20163541069408
-133.4107721106889,-133.4107721106889,-133.4107721106889,-133.4107721106889,-129.57700328429019,-129.57700328429019,-128.80434256033968,-128.80434256033968,-128.80434256033968,-128.80434256033968,-128.80434256033968,-128.80434256033968,-128.80434256033968,-126.10889618019762,-126.10889618019762,-126.10889618019762,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-125.16436353679006,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.71346713610275,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.68229005208379,-123.63767886371184,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871,-122.69067481159871
